pathway	description	sample100	sample111	sample112	sample113	sample114	sample115	sample126	sample127	sample128	sample129	sample130	sample141	sample142	sample143	sample144	sample145	sample156	sample157	sample158	sample159	sample160	sample171	sample172	sample173	sample174	sample175	sample186	sample187	sample188	sample189	sample190	sample201	sample202	sample203	sample204	sample205	sample216	sample217	sample218	sample219	sample220	sample231	sample232	sample233	sample234	sample235	sample246	sample247	sample248	sample249	sample250	sample261	sample262	sample263	sample264	sample265	sample276	sample277	sample278	sample279	sample280	sample291	sample292	sample293	sample294	sample295	sample306	sample307	sample308	sample309	sample31	sample310	sample32	sample321	sample322	sample323	sample324	sample325	sample33	sample336	sample337	sample338	sample339	sample34	sample340	sample35	sample351	sample352	sample353	sample354	sample355	sample366	sample367	sample368	sample369	sample370	sample381	sample382	sample383	sample384	sample385	sample396	sample397	sample398	sample399	sample400	sample411	sample412	sample413	sample414	sample415	sample426	sample427	sample428	sample429	sample430	sample441	sample442	sample443	sample444	sample445	sample456	sample457	sample458	sample459	sample46	sample460	sample47	sample471	sample472	sample473	sample474	sample475	sample48	sample486	sample487	sample488	sample489	sample49	sample490	sample50	sample501	sample502	sample503	sample504	sample505	sample516	sample517	sample518	sample519	sample520	sample531	sample532	sample533	sample534	sample535	sample61	sample62	sample63	sample64	sample65	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample96	sample97	sample98	sample99
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	54551.6127	71955.2256	36298.2998	54904.5869	52557.9538	67484.4624	73401.2139	67648.6646	61504.3115	72754.2616	88842.6105	26160.5573	39563.2224	46645.7175	45661.5022	48166.5771	40142.003	25935.1863	24388.6307	43408.206	43412.5371	33790.7294	47046.0785	29988.15	49140.8671	48584.8277	22447.8026	39907.1881	36941.9077	38013.9821	37750.43	54785.5734	53644.2575	96658.1825	38882.4431	58229.1071	75353.9603	56677.2449	105165.8632	42480.3351	46711.0424	48404.6203	43573.6825	69286.3463	22794.6025	53070.1989	38862.8238	60187.7493	42172.8338	30922.7776	64464.5172	32127.766	33703.2542	50453.0189	29750.2123	57182.2061	43319.7013	42339.9301	72662.0845	47512.4825	31230.9506	31388.5901	55234.6644	70971.2977	34101.1797	26888.1322	36185.4806	74001.4908	45378.2646	27116.327999999998	56013.8043	37155.4967	56792.2714	43865.801	26341.9364	24456.1374	66639.5122	44683.7539	58654.1625	50152.5644	60682.6559	105336.8349	56248.9081	60938.3109	70370.4714	70542.8472	35944.8672	46050.5565	124817.6233	25639.5018	53547.6774	82579.4461	58639.2558	33046.9384	57128.7894	56638.5336	110698.469	62915.3431	54054.765999999996	64922.1388	52349.5778	35587.976	41211.7994	49144.7248	52211.9206	51274.5816	59609.4024	80794.2218	82204.5764	57049.4272	197721.6518	69338.8357	38256.4363	55881.9972	33960.7658	91009.9256	43355.2258	50998.8398	61782.0795	33214.8671	106128.8732	41235.3177	73411.2104	41723.9089	37831.002	44131.1343	108106.3955	71497.079	33427.5722	26318.3857	28434.0371	42901.4624	58716.4147	80302.2861	20168.7602	63813.84099999999	34872.5566	88730.8703	76402.266	59853.203	100123.5003	29554.9648	53909.7634	38170.7262	56260.4059	53881.3168	39280.267	74185.6537	42477.4938	25978.8464	30410.1345	37550.8249	29567.6111	35622.3938	40986.9515	43338.739	46221.16099999999	56482.6457	85950.272	55946.5289	70512.3228	43887.8032	62580.5659	48912.1836	67444.2271	52541.3018	45218.6387	65508.0867	68151.6589	55889.8779	72606.0389	50957.7923	74845.8866	40333.5257	30268.1406
ARO-PWY	chorismate biosynthesis I	51345.2029	68925.161	37226.3943	51177.5682	54317.8037	64106.1096	66398.8816	69245.7461	60112.1202	74306.8342	84286.6003	26519.5378	45779.9035	70547.1716	43117.0733	60489.0507	53822.9645	37777.3815	36815.0048	49447.3442	75126.2909	42072.3771	53555.8518	62471.4683	56233.6138	60318.4193	28534.6166	44713.5858	40105.0256	43871.6032	42500.4459	58283.4656	63099.9198	90584.0889	49672.7118	67193.2981	78376.2565	67513.52799999999	93850.1396	52019.8052	54159.5588	54158.9728	52524.7849	74236.5802	32952.9401	62039.6331	45043.3079	68964.393	47191.5847	37907.1098	72555.4878	38023.9226	40954.4926	56979.9629	38952.6639	68558.7031	43631.8325	46589.7933	62852.5668	54116.0774	33453.553	41271.6342	79030.0148	65482.1595	66365.3636	49943.2707	43099.5331	97447.2627	39686.3347	44620.6238	59602.3073	56134.6412	56322.0423	52245.2431	32812.6341	32767.8136	56894.2331	51772.3783	58313.2376	55848.0011	72713.1144	86770.8465	70383.5964	64065.5654	97913.2688	74535.8552	38705.551	63732.9592	105319.3862	40178.3912	73604.8516	89733.7946	73371.2539	37135.2631	76273.22	78365.3686	110692.8408	86221.6588	58939.8936	82506.7349	77401.6165	38171.1016	61882.0448	48642.2849	65895.9663	61658.5311	71728.0177	79555.4401	77102.12	53732.21599999999	156148.8699	88367.7252	61135.6118	68788.4153	38039.7353	75002.7424	53307.8899	54720.4458	74231.2588	33118.1862	90067.8763	49533.0211	79634.0323	62070.6356	36525.3069	45773.3826	93946.7669	62957.4475	44479.5207	46082.5485	43725.2121	46019.2393	61054.0409	72083.0955	28663.897	68099.8214	50567.9822	78440.8205	65851.4918	53828.4904	85077.3742	35075.1427	75547.6958	48106.807	60560.5189	48356.7125	40717.4791	76054.7697	48425.5865	28895.6883	34430.1008	41860.3986	31372.4806	43382.2343	47563.6527	50868.0481	44460.2804	54783.0483	78003.6536	48036.2756	61056.3719	43275.1344	59484.9143	47194.8249	59694.684	50372.9928	39873.9453	60898.6173	59287.3079	49060.4791	66421.6448	47301.3146	69900.1449	37757.3045	30445.8222
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	72081.7512	91050.9733	55257.1315	72214.5735	79630.0737	88238.8885	76107.7916	75873.3492	74738.7931	77068.7777	110592.674	41079.8014	55313.9513	88581.6316	30797.9725	52323.0904	79608.9015	60620.3442	52074.5171	57963.2341	146805.9565	72002.1228	84722.0995	117184.3202	75781.4785	96410.1558	33117.4051	61677.448	66229.9558	65776.6766	66391.3407	92258.1617	98311.7546	138619.6205	89245.8379	114646.8588	118837.7655	114964.4383	128596.8419	91556.9582	94251.4529	88622.4653	88623.59800000001	115148.3047	41018.0063	100290.5728	79276.4507	120324.7456	75030.3467	65608.0851	126406.8711	62374.022000000004	69144.7162	80756.8654	60958.0017	115328.2016	55465.3943	77109.835	62383.4612	80169.1758	50305.8468	81795.9904	164814.1573	64649.3058	132495.811	109640.4778	79126.1237	194358.9642	38973.5836	92910.0083	62961.5615	104446.4934	67373.8586	90090.5935	53873.4179	39779.3795	49409.5138	56570.1998	86664.8549	80964.1367	98644.37	71846.3297	78191.1374	64349.7784	120963.1112	85081.8345	66229.0048	75198.3018	97175.6968	51859.8447	86046.3981	90967.1583	79974.0327	33401.8888	86095.2302	93882.4184	175356.6638	101054.7811	56734.7622	88517.7879	98391.4786	43214.3952	77006.9037	51412.4787	75157.356	77099.1084	64693.0084	57042.8095	54065.0769	39539.2056	168206.4943	210369.3473	138742.4172	126065.1679	66963.4842	66491.0175	62363.6908	53359.9542	86848.7635	51365.5936	94901.3847	57975.4599	113230.0737	85645.4791	55197.708	65967.4308	94814.6643	80335.0208	52515.4616	62021.5869	56643.1407	81165.064	59548.6075	93547.005	35166.8379	73285.8914	59022.6395	116947.4725	81843.898	54862.6731	101403.0277	37628.5577	87075.4951	54018.8845	102853.7574	39065.1019	31752.6521	60991.3335	36454.0875	25169.3705	31312.1032	40750.8813	28940.1472	44910.3806	48651.7315	53678.3885	65562.8978	76417.4323	94944.3482	62906.3273	83001.3457	60344.7995	94832.6902	67377.7636	89470.2485	76743.5798	53853.8528	94739.5293	91445.6265	73310.1809	97845.5182	69596.0077	100757.3184	58524.769	47899.218
AST-PWY	L-arginine degradation II (AST pathway)	7.5	9.5	8.75	5.0	17.7603	16.607	11.75	14.0	14.0	8.1818	6.0	22.25	12.1186	24.9693	22.9074	13.25	15.6271	12.5	13.0	11.3527	8.9655	16.6925	11.3073	13.1447	6.7151	0.0	5.5	6.75	5.25	6.25	8.3125	9.6764	8.25	10.5	22.7027	6.25	4.9895	4.5646	13.5	15.9102	16.4077	8.75	7.5	7.5	2.5	16.0	6.8611	8.0	6.5	2.75	16.5	18.5	22.0	18.1976	9.0909	29.25	14.75	1286.75	20319.1298	6943.2706	985.4498	9.0	621.91	28367.9699	4023.5	1232.5	12.75	166.0986	18149.25	650.0867	25.5	321.5	89.34	21.25	15.75	963.25	21555.7281	132.25	14.3885	20.25	377.75	28844.14	627.7096	8.75	1076.8473	14.217	10.8471	209.75	34267.0898	515.82	342.25	17.25	38.75	21907.41	235.6793	110.0919	40.0213	158.9264	41401.2499	1442.634	26.25	14.5	31.75	31649.72	418.2802	197.6305	1616.0487	116.0956	56.1388	43.75	16973.53	159.79	1696.41	45.0	21.9554	8824.25	78.75	19.0	18.75	14.0	23062.01	103.5	24.75	16.75	7.25	16.6472	43489.4995	21.9787	19.6875	25.5	6.75	9.25	31424.1998	12.75	5.25	30.3538	23.9507	30.5066	13.6069	18581.1997	23.9871	8.5	35.75	25.75	24.2308	11.5	4.75	13.0	9.5	4.0032	10.7163	71.1668	290.09	8.25	16.3665	16.5566	14.6479	13.85	12.540999999999999	11.8614	17.301	19.9093	159.1644	7.25	14.5296	10.859000000000002	6.0	14.25	16.75	13.25	15.25	6.5476	9.5	10.5	5.25
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	29150.9824	34148.6008	24540.4058	22659.8652	23641.182	31202.5641	32658.3247	38171.2176	26768.9358	35240.16	37229.1658	7920.3362	11059.2892	23755.1207	8996.4077	21714.952999999998	4724.9496	7908.8459	4834.5142	4104.7837	5689.6899	2868.2397	2076.7929	2495.5107	3468.4667	2700.5025	1747.0458	1609.915	2161.1859	2305.949	2380.0318	3606.3065	3717.7369	5181.2593	2672.3684	2290.9162	9947.7765	3759.7671	7403.2662	11186.0541	4758.7676	7142.2606	3658.428	6798.8373	6995.5830000000005	7737.1527	4901.0518	5303.5578	2875.9521	4379.1417	8707.7503	6263.5705	4557.2026	4177.2753	4655.5596	6311.1786	7487.209	14416.4542	38706.7013	28041.064	10120.9608	4176.5741	9283.3994	47964.7153	29769.2149	11454.5181	3571.7674	5680.4805	30737.4197	6425.9416	33350.2676	6655.4323	20462.8375	3894.4464	2755.8531	7549.09	37690.652	3652.7613	36657.6359	3526.1557	6416.4646	55029.7608	9669.5409	28606.9901	12007.0786	36359.0722	2954.7147	6270.5380000000005	64281.0876	6046.1196	6589.774	3724.1878	5369.8835	33094.3641	5891.9388	5173.7542	12338.4891	12949.0022	59738.2589	20475.9206	14906.7553	3420.5462	10665.3854	45283.4613	12855.5546	9739.494	34585.9688	13204.8021	13121.0973	5730.9065	65517.7591	85224.9151	52334.7839	62938.2897	12474.9562	29432.2575	28646.7977	9309.7139	25420.9616	4006.7721	59218.3978	15346.1938	10244.4539	12772.4686	3339.992	30713.9001	76126.9791	30555.0361	3304.0738	1950.8225	5332.8068	3506.4440000000004	56597.1918	35999.5468	3827.3713	3380.0629	7062.6968	9236.8187	28703.2405	45264.0711	39363.8114	2734.8864	5801.2614	8255.1223	3676.3866	7106.7991	3112.2388	4182.9945	2372.775	2265.8786	4119.0279	7512.4171	5456.0758	7555.8548	8539.8172	9768.1656	24131.3857	30762.584	28429.5235	22478.3885	32089.172000000002	19857.1887	35962.3678	26869.6342	26132.5324	28203.4269	17009.4724	39584.71	24245.4239	25576.168999999998	34558.4122	22828.9198	41846.3798	19081.2928	12099.3377
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	56355.996	74515.3873	41621.3312	55873.4356	59071.1251	69457.2663	79600.0851	75336.9869	67571.5348	82727.9464	91790.8085	29995.0246	50594.5806	81518.5945	56939.2332	71300.2797	65974.3647	48309.1941	49525.3324	57514.0954	104452.416	49522.0745	60622.4614	96726.9808	66206.2461	67698.5377	29873.1236	49988.4608	43663.9323	50123.9122	45729.8861	65885.4217	65742.474	84212.7033	50652.1552	71988.5297	83170.5702	70608.782	97656.9295	51717.1464	55145.3024	57203.1818	57025.1332	80064.8697	37504.9884	65691.9971	47711.5112	68463.6448	50760.1646	37377.5745	73793.9652	41867.6028	43177.2315	59543.9471	42392.4546	69530.2151	46556.5743	50045.2436	65883.1246	58638.1126	36811.9952	52230.4916	100764.0714	62726.4629	87782.30900000001	69388.0475	50156.9019	120836.0245	40196.7433	63700.5783	68553.3601	71915.6928	62562.6221	60970.1511	38908.7822	38609.2011	57028.4627	60241.0978	66314.618	64166.5848	84906.5868	88455.2239	84206.6983	71316.6419	117357.5297	83266.9669	43973.6942	74963.1836	106716.2282	50866.3244	86024.0548	97844.9256	85937.8238	35965.2208	92644.0481	92706.5611	121934.8475	102163.7349	61148.3312	99637.8733	97539.7636	42529.8126	77997.9652	48088.7307	78781.0971	73423.3726	80815.0368	99823.4768	100493.6018	70605.2162	172068.7908	125992.8636	76489.3437	97271.6571	49869.2293	78177.3314	70206.5277	64290.5676	88206.2148	40733.275	92245.4746	62253.5929	91269.2621	79051.0501	44266.5884	52345.2921	96294.4497	68863.8388	54750.0443	51836.278	51257.7977	50005.7292	63821.0565	78061.2068	33788.1976	78753.5956	53637.4693	98076.3366	72630.7058	54150.1749	92762.9781	40442.5899	78720.4258	57663.1565	63018.847	64444.8833	45878.2605	87992.0233	50310.1452	29953.392999999996	38229.1248	46453.8341	34557.1947	46356.0865	53651.2949	57510.7818	50419.9842	59313.0066	82668.9919	52684.7544	67072.2053	47200.6807	64843.3329	51350.8771	64737.2441	55351.7708	42759.2031	67712.2359	63600.4571	54005.2141	72426.3504	52085.5045	77204.6154	41595.0364	32965.301
CALVIN-PWY	Calvin-Benson-Bassham cycle	56604.069	82531.9538	45186.7493	54330.8073	57263.7082	75103.7273	88398.0648	62031.96599999999	67747.0725	80938.9886	75673.2757	30519.6627	55156.977	104961.3252	57290.8685	80102.0275	69406.5917	48897.6425	54102.8379	61753.1657	101208.5316	47586.1706	60742.0447	98306.7488	64906.5594	69687.2508	33551.5509	56090.7703	45685.9517	51933.4246	47779.0823	64186.6134	70481.0772	99770.9427	56085.123	75812.4471	90439.8558	72632.201	97788.3456	56406.5879	56189.549000000006	59986.9841	59999.5478	87806.817	40449.0396	71677.4685	48113.1983	73274.674	54847.1183	41673.2318	77793.7443	43878.1225	45121.7159	60104.8142	42645.8178	74817.8922	54107.4813	55804.7435	77908.6397	66203.5223	43525.6249	54953.8246	114343.0127	74255.4843	97661.5237	77500.0606	52458.6303	131373.0026	45199.575999999994	69005.0476	82067.0108	76734.4708	71922.5714	64297.3803	40139.5951	40805.3853	66140.4728	69967.7844	72306.3289	72319.3335	87352.5573	95572.3379	88806.9835	88264.3675	134754.289	94711.1563	43053.644	77131.1076	118123.7138	54587.8826	92891.2153	79811.00200000001	84579.9675	42455.3409	93241.1285	98320.6818	106752.2815	104399.7626	76535.2162	96668.2233	104400.2622	39936.0013	80227.6127	57174.0656	81172.1871	70793.3081	93288.3984	106581.5635	97677.3275	73336.7858	162701.7816	133849.8982	87236.8285	103915.7834	51259.3316	77302.534	73717.5416	64353.7278	86974.0888	40819.1346	96822.4039	63002.552	96408.1829	85428.0776	47689.7146	56266.1571	107125.6736	73237.4408	56818.8874	57604.1226	56315.9241	49128.6313	70823.8146	81467.0615	37125.132000000005	76656.1887	57186.6103	93700.5079	75893.1375	59116.1854	94540.2945	41199.202000000005	84308.97	63146.6658	61369.7215	62384.3072	49171.4426	95562.7854	65502.9211	32773.3749	42572.3918	51620.5376	39854.5863	57071.9813	65482.7438	71670.7232	51962.9836	65389.6983	103138.8113	52395.8711	66928.2395	51249.6811	68669.1561	61829.1837	64130.0222	64751.850999999995	46483.5759	71155.2867	61440.0739	53013.3666	82264.6988	49587.4421	77287.1541	38185.2144	29682.3496
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	4.323	21.6209	0.0	0.0	31.2822	0.0	17.4595	0.0	3.2308	0.0	0.0	15.0753	0.0	0.0	4.2353	9.3045	1.2691	0.0	0.3771	6.9882	14.8978	0.0	4.4454	3.4891	0.0	3.5294	2.6667	0.0	0.0	13.8462	0.0	0.0	0.0	0.8203	0.0	5.7067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2571	0.0	28.7345	0.0	0.72	10.1991	5.2189	24.206	0.0	1.33	286.5232	42.25	0.0	0.0	0.0	561.4669	0.0	0.0	20.4651	0.67	0.0	0.0	4.0	471.6699	0.0	4.9412	10.0	0.0	910.41	5.1671	4.9412	9.3778	8.4706	4.3636	0.0	1940.5172	0.0	0.66	0.0	0.0	2597.83	6.3529	3.4083	7.1653	8.0645	619.9323	8.5714	0.0	22.4681	9.5891	1135.4499	0.0	0.0	3.6923	1.5484	2.4	0.0	55.34	0.0	0.67	0.0	0.9143	0.0	0.0	0.0	0.0	2.4	7.1485	0.0	0.0	0.0	0.0	6.3529	6.4	8.8421	4.66	0.0	0.0	0.0	9.9681	0.0	0.0	0.0	0.0	5.0484	5.7436	6.3529	7.8647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.472999999999999	0.67	0.0	2.1176	0.0	0.0	1.0	11.2941	4.2617	1.8885	18.6076	10.5882	0.0	7.8087	3.0626	0.0	0.0	0.0	0.0	0.0	2.8235	3.0663	0.0	0.0
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY	pyruvate fermentation to butanoate	336.25199999999995	194.2305	217.6218	154.5401	616.3532	124.1219	277.9228	298.4261	108.065	419.3659	199.6107	763.2936	1644.8921	1592.3722	1716.0509	2185.663	1507.808	842.2928	2704.0667	1453.604	909.2180000000001	402.4112	581.6133	454.3974	2233.2878	370.5575	519.073	663.716	316.6608	2638.9536	690.5513	2868.8957	846.077	697.3523	631.1817	350.6635	2283.322	758.0777	485.3362	446.2318	293.1465	1956.4891	1322.1159	2049.0179	1199.3459	1671.8951	471.2803	711.9437	445.0591	1360.5607	717.0871	2011.3722	937.1439999999999	1489.2092	1753.4719	1764.1911	1897.6605	6458.4749	10480.3715	14781.7327	5296.6366	196.8496	4227.45	552.0649	10176.6379	5753.3819	214.9803	2146.2103	910.8121	3667.2273	3438.5485	3655.82	5946.991999999999	489.043	1759.9129999999998	5836.8761	812.6966	3567.7958	2586.1701	540.7130000000001	5073.9235	1007.5732	9788.3283	3549.9462	15156.1197	4801.1594	179.7756	7839.0501	2608.3813	5947.5158	9580.6269	355.1945	7025.1286	171.0113	8738.2157	10519.62	2986.2895	13108.527	7185.5491	11238.0674	12266.4419	1003.715	8642.8394	710.6213	8464.9921	5897.0352	10892.4518	4511.0439	3335.6667	3361.2816	1335.05	1520.4641	6484.6851	1009.3709	605.3691	752.573	1231.9574	1493.2706	725.5424	210.3893	3027.5564	3794.1281	1076.5525	691.0787	134.9196	683.9113	794.618	995.1022	626.8228	325.1098	280.2106	89.7472	2121.7909	617.1019	307.5844	459.5234	448.3621	770.5269999999999	719.2861	879.8489999999999	467.12800000000004	111.9791	562.7048	458.6117	361.7967	2050.2271	3100.9245	14829.448	780.8910000000001	951.4874	2850.7514	3947.5664	3438.0876	1694.0931	2001.5963	2173.0915	599.9612	1378.6866	957.712	219.7082	424.3473	655.7279	2478.0169	419.462	393.0606	5162.5133	655.9318	2153.2233	277.5702	566.7844	6002.5748	161.4783	531.5821	85.3165	156.1322
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0083	9.2887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1351	0.0	0.0	0.0	19.5442	27.3264	3.6671	39.4186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2901	0.0	0.0	0.0	1.5615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.482	0.0	0.0	0.0	0.0	0.0	4.5582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5157	0.0	0.0	2.2944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5072	0.0	0.0	2.2858	0.0	0.0	0.0	0.0
COA-PWY	coenzyme A biosynthesis I	50134.0942	65410.4595	36263.3093	49080.1299	51773.4373	60956.7496	65196.5447	68023.5447	58176.1272	70677.1477	82683.4893	26776.5003	45184.0789	89184.7555	42463.8272	64964.7834	56286.7356	41911.0822	41514.2427	48016.269	92805.8639	46000.2706	55544.5416	88893.4209	57927.8127	64268.474	29213.7357	42130.8686	40918.2368	44717.337	43410.9702	57140.9821	61522.5282	89914.8259	52111.9469	67505.1887	73729.2125	68066.806	90297.4745	53034.3182	54473.9092	52657.3255	52708.1049	69792.1755	35246.2865	61527.4485	45521.8958	70290.8674	45698.4561	38925.16	73211.683	38136.4187	41357.8391	55113.9584	40370.0614	69204.1914	40160.766	47964.7616	58951.7851	52636.7876	33726.6522	46854.5241	89026.9582	57523.734000000004	79359.0247	63026.9274	46060.2927	108878.3102	34072.6329	57000.3464	52984.8734	64890.942	48481.2393	55425.6791	37104.7036	35088.9789	51314.8666	51715.9128	52838.3542	58031.2817	81254.6258	76498.1605	80414.3255	56882.4893	105822.7332	63921.6885	40790.417	71880.667	92411.4163	47335.1863	81305.9122	90816.5652	82710.4274	29981.2596	87270.2046	86292.7544	110950.1489	92496.0062	52507.9112	92013.1241	89077.7821	38478.3402	72097.908	40510.3885	73639.6653	68851.1913	72671.4166	80562.1344	75270.5504	51892.9403	145357.419	107971.74900000001	72205.435	81742.4307	42501.545	70315.6536	61948.7065	55561.4317	79203.5621	33857.8931	80115.7731	54047.9932	80704.4373	72184.5418	34780.7501	41304.7486	81862.3905	57946.1234	52534.2215	55939.2184	52256.0374	46562.2767	52721.7627	66447.90299999999	34550.7661	70914.2847	54690.7416	79203.1388	61138.5014	46099.0985	79982.3022	38058.9905	81488.7757	54301.9135	60634.9498	49756.0067	34360.0224	64038.8928	41464.0215	24983.1045	29533.5317	37104.4119	28179.4788	41615.2395	43306.6414	46973.9798	40611.236000000004	49599.3117	69414.5193	45463.1059	57931.0911	38367.9992	52520.9032	43005.6214	54694.8272	46050.9287	36486.792	56584.2606	55362.816	46034.9298	61317.0374	46947.2134	68173.8116	37674.4918	29301.6871
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	19899.7408	21594.3243	13065.3649	21731.4894	25140.4705	20020.1724	32849.7372	45022.3832	26370.8651	42306.7326	48145.60400000001	7868.3505	16713.5416	21470.7001	21059.8065	20327.6674	32876.3874	15331.8803	27835.6483	18682.3857	74001.5066	15084.4196	6024.4524	64773.2791	14108.6989	19524.9926	6690.6789	11538.7767	8095.7784	10057.4435	7182.7456	16240.2519	17720.6658	14659.2586	10528.1595	15945.6719	24862.701	12502.9158	13024.0338	11799.5195	13711.6447	9685.5793	9799.0867	15546.5039	7349.9842	13733.3617	4235.2338	9714.3275	5290.6646	7319.1404	12412.0433	8264.9767	9590.6512	19927.4759	9738.687	15033.6082	18660.6929	13382.3117	29716.3618	26378.251	10153.591999999999	10480.8227	11542.7841	30123.8818	24627.3073	6300.9355	10318.483	19582.0451	18897.2038	9012.3544	34875.3545	16290.2805	30841.5125	15798.7528	12600.9317	17305.5362	22295.9709	19307.5103	34335.4336	15178.5696	32102.8367	29546.0364	46786.1154	29246.7521	56485.0396	48477.7764	11408.6655	40249.4723	34611.724	30467.266	45927.1138	50709.1672	46345.5672	20088.1655	51333.4979	47848.0724	57830.0723	61807.1988	45340.3486	54999.8084	60916.0191	17505.33	49558.379	32089.0616	47705.9452	44198.539000000004	33644.992	39246.8134	40880.3226	30898.662	40329.3038	29928.2849	13400.2138	26663.3502	10033.2715	9697.9589	23443.6981	20668.4204	31016.2262	10452.8224	26109.3339	15889.8853	25719.3367	14066.7635	12188.1991	26155.3056	45806.4784	25318.8761	15109.3999	9699.2831	12430.7765	11936.916000000001	34138.4996	28910.1411	9097.6881	17556.892	15251.2873	28326.2928	22101.8437	19895.6809	21177.0634	10736.5996	24734.0627	13611.1462	19278.0088	22110.06	22801.5779	47707.2709	8054.3587	6133.5827	13896.9374	23351.9906	13828.423	13741.2745	15872.5411	14953.2161	26084.7309	29745.0356	17558.3369	16470.9832	20988.1217	24770.8543	30441.179	15285.0761	31217.4204	21698.4966	12577.1145	27459.3	24515.6545	21453.4894	25370.6831	13411.7221	27378.3545	13260.649	14665.7921
