,Acetyl.CoA_assimilation,Aerobe,Biotin_prototroph,Carbon_fixation,Coenzyme_A_prototroph,Dissimilatory_sulfate_reduction,Fructose_utilizing,Galactose_utilizing,Glucose_utilizing,Glycine_prototroph,L.alanine_prototroph,L.arabinose_utilizing,L.arginine_prototroph,L.asparagine_prototroph,L.aspartate_prototroph,L.cysteine_prototroph,L.glutamate_prototroph,L.glutamine_prototroph,L.histidine_prototroph,L.isoleucine_prototroph,L.leucine_prototroph,L.lysine_prototroph,L.methionine_synthesis_with_homocysteine_as_intermediate,L.methionine_synthesis_with_methanethiol,L.phenylalanine_prototroph,L.proline_prototroph,L.selenocysteine_synthesis,L.serine_prototroph,L.threonine_prototroph,L.tryptophan_prototroph,L.tyrosine_prototroph,L.valine_prototroph,Lactose_utilizing,Maltose_utilizing,Nitrogen_fixer,Sucrose_utilizing,Sulfur_reducer,Trehalose_utilizing,Use_of_nitrate_as_electron_acceptor,Xylose_utilizing,IsAcetateProducer,IsButyrateProducer,IsPropionateProducer
sample64,34982.97392890369,39832209.57032512,30517.06236351173,0.0,1216960.901569309,2232.9557826959795,38704.566900063655,30517.06236351173,2320785.3768153554,75900400.00961907,24831956.940767758,30517.06236351173,34982.97392890369,75991206.87811537,68677532.37119181,42328654.135379225,76006093.25000001,73537188.47293249,3412700.754553689,4621474.151586447,4373616.059707193,39645385.60317288,48380.70862507957,48380.70862507957,43914.79705968761,38896601.097375505,851500.4718014004,24042234.912287615,16091423.688701462,4382547.882837976,43914.79705968761,5412684.817255055,0.0,96017.09865592714,0.0,25306.832203887774,3401535.975640209,25306.832203887774,52102.30159623954,5210.230159623954,18601265.98845175,200221.70184840623,14396610.249635212
sample65,41163.57148950265,44245527.92263606,27221.071468864655,0.0,9278401.799448378,0.0,38507.85719985732,27221.071468864655,4796883.935671884,78134434.04422773,26935582.182727784,27221.071468864655,43155.35720673664,78162319.04426901,73244600.10841827,47186067.56984587,78166302.61570348,75742963.32640211,5809375.008599167,15087112.879475137,12909427.161965962,44136643.63676061,40499.64291709131,40499.64291709131,34524.285765389315,43545747.20731452,1018466.4300789847,26029319.681386314,18580041.098931156,12909427.161965964,34524.285765389315,15705230.380390087,1327.857144822666,31868.571475743986,5311.428579290664,35188.21433780065,5794104.651433706,27221.071468864655,39835.71434467999,3319.642862056665,18786522.88495108,193203.21457169793,16660623.596089993
sample66,39353.004537596964,20940102.64887288,39353.004537596964,0.0,3064000.337669464,0.0,39353.004537596964,39353.004537596964,916187.1368909292,38842645.25999999,22613220.232416656,39353.004537596964,39353.004537596964,38840800.58791229,36258874.55582839,24604236.3057407,38842645.25999999,36593989.98509386,2027294.6243821434,5051941.95751401,4518216.833472851,20906283.660598382,39353.004537596964,39353.004537596964,39353.004537596964,20432202.93405952,3174680.662931455,16565155.347544717,7290144.090589836,4518216.833472851,39353.004537596964,5539550.279362673,0.0,0.0,0.0,39353.004537596964,1987941.6198445463,39353.004537596964,39353.004537596964,0.0,10822691.138535064,169094.94137248694,10477122.567439292
sample67,58557.94099026679,16296408.805132201,49685.52568871122,0.0,5991098.432375401,3992.586885700009,54121.733339489,49685.52568871122,759922.370578235,40831742.4592889,18793993.712520093,49685.52568871122,60332.42405057791,40830855.21775875,29813533.517052118,21998710.11944197,40837953.14999999,31111124.254904624,1479918.87229947,7447061.783360671,6106439.831295623,16217444.308948359,59888.80328550013,59888.80328550013,61219.66558073346,16048868.418218803,2755772.1926631615,14075643.255152842,3901201.0080939857,6109545.176651169,61219.66558073346,7666654.062074171,0.0,6210.690711088902,0.0,52790.87104425567,1438662.1411472363,42587.59344746676,49685.52568871122,7097.932241244459,8762840.972581362,715560.294070457,7278042.271866038
sample68,68271.5943720191,29955887.997996822,57532.242448330704,0.0,5862151.957201907,4602.579395866455,67504.49780604136,57532.242448330704,982650.701017488,64172997.42,39528486.04483309,57532.242448330704,70572.88406995233,64168394.84060413,58603109.25443562,39786997.587567575,64172997.42,59989252.74915739,2035874.2861049285,7877314.636025436,6712094.952305246,29866904.79634341,70572.88406995233,70572.88406995233,67504.49780604136,29387469.442607313,5163326.985596185,27982915.63030207,6288657.647885533,6722067.207662957,67504.49780604136,8408145.459682034,0.0,2301.289697933228,13040.64162162162,79010.94629570749,1978342.0436565976,57532.242448330704,60600.628712241676,0.0,17278083.052082673,620581.1218759936,16152752.389793325
sample69,153149.5943213468,15286001.32170745,150462.75933325302,0.0,1829734.6268918805,0.0,155239.354867642,150462.75933325302,1122201.413360512,32190372.91791007,17343818.385366406,150462.75933325302,151656.90821685028,32193656.827339962,29837004.0055608,18320333.634928055,32203508.555629637,30259732.710354224,1563737.9630705935,3248383.5006054086,2865957.3206333905,15223905.579760393,155836.42930944063,155836.42930944063,158224.7270766351,14961789.899810798,3178227.2536940714,11927159.049369296,6346602.779098466,2868345.6184005844,158224.7270766351,3523037.743832775,3582.446650791739,9553.19106877797,0.0,148671.53600785715,1410886.905970146,147775.9243451592,156433.50375123924,25077.126555542167,9367500.917378597,221813.15512818855,9192558.1059316
sample70,43052.26552270101,20185054.69031837,43052.26552270101,0.0,6662338.089637982,4305.226552270102,46639.95431625943,43052.26552270101,1694106.648318285,50300831.96120645,24623743.265708845,43052.26552270101,43052.26552270101,50292939.045860626,41892006.96686422,25057853.609729417,50304419.65000001,42994144.964245364,3021551.5019348995,9636532.09949791,8135443.108273068,20122628.905310452,43052.26552270101,43052.26552270101,46639.95431625943,19788973.847509522,5245918.553941119,16865725.01851812,7830489.560820602,8135443.108273068,46639.95431625943,9973774.846092401,4305.226552270102,3587.6887935584173,0.0,43052.26552270101,2974194.0098599284,43052.26552270101,43052.26552270101,0.0,16435202.363291113,548198.8476557261,15545455.542488623
sample71,28544.4510026687,37173795.34641299,19624.31006433473,0.0,4445798.2436656505,0.0,19624.31006433473,19624.31006433473,745723.78244472,74872094.98,27674737.261181142,19624.31006433473,19624.31006433473,74832846.35987133,70666248.52757552,36496756.649193436,74872094.98,71843707.13143562,904502.2911470647,5346732.478437382,3874017.2095184433,28914636.851609565,19624.31006433473,19624.31006433473,19624.31006433473,28688065.271775883,3408385.8525374094,24165553.81604056,5784711.398509579,3866881.096767776,19624.31006433473,5576872.1146463975,0.0,0.0,0.0,28544.4510026687,892014.093833397,19624.31006433473,19624.31006433473,0.0,24077244.420751046,1291636.4078707586,23459078.653724503
sample72,53784.77960972436,39314028.74161295,53784.77960972436,0.0,13848258.172956243,17634.353970401433,53784.77960972436,53784.77960972436,737997.7136612999,85373197.87690443,35493545.95392548,53784.77960972436,61720.238896405004,85360853.82912515,78197779.2463481,34663849.59961809,85375843.03,79352829.43140939,878190.8277259913,14696470.598932551,11716264.77793471,30941237.476466347,61720.238896405004,61720.238896405004,53784.77960972436,30681130.755402926,6383636.13728532,28313718.734876536,8264339.988228632,11700393.859361349,53784.77960972436,14961867.626187092,0.0,2645.1530955602148,0.0,53784.77960972436,840276.9666896281,53784.77960972436,64365.39199196522,0.0,28262579.108362373,605740.0588832891,26413617.094565783
sample73,36297.024421177724,26698276.312997278,36297.024421177724,0.0,8493503.714555588,0.0,41136.62767733475,36297.024421177724,556554.3744580584,59050419.13,21603988.935484987,36297.024421177724,45371.280526472154,59028640.91534729,50219958.03873448,25048576.553054754,59050419.13,51146742.06228855,641247.4314408065,9115392.732971767,7293887.057435663,21150276.130220264,42951.47889839364,42951.47889839364,42951.47889839364,21017187.04067594,3650270.75595644,18441913.157993384,4862591.371623776,7296306.859063742,42951.47889839364,9283568.946123222,0.0,0.0,9074.256105294433,40531.67727031512,619469.2167880998,34482.173200118836,36297.024421177724,1814.8512210588865,16546603.532800885,975180.0561156417,14899323.574486436
sample74,22871.08001195775,12096338.286939746,22871.08001195775,0.0,336380.8075604863,0.0,26389.7077061051,22871.08001195775,233285.01612196906,26479432.712305855,8950685.128372017,22871.08001195775,22871.08001195775,26478728.986767028,22717315.98172351,10744129.66407892,26482951.340000004,23304926.806646116,260378.44936690363,580573.5695343121,472551.69932398864,9393328.492295753,22871.08001195775,22871.08001195775,26389.7077061051,9321548.48733515,771986.9160959279,8250126.354467282,1560863.2451237629,469384.934399256,26389.7077061051,656224.0649584801,0.0,3518.627694147347,0.0,26389.7077061051,240674.13427967846,22871.08001195775,22871.08001195775,0.0,8237811.157537765,388808.36020328174,7643866.8027656935
sample75,19947.90414436793,17279273.52793439,19947.90414436793,0.0,1986013.3366132714,0.0,28326.02388500246,19947.90414436793,455610.13065736357,43685112.15999999,10821737.998319604,19947.90414436793,24735.401139016234,43670749.66901604,38838170.411001466,14921830.21615299,43685112.15999999,39669599.055738725,528619.4598257502,2525803.6227598675,2053038.2945383475,12415575.539454602,33113.520879650765,33113.520879650765,28326.02388500246,12348151.623446638,1873906.1153219237,8732394.518238507,5063575.988006355,2054235.1687870095,28326.02388500246,2624745.227315932,0.0,0.0,0.0,32315.604713876048,520241.3400851157,19947.90414436793,24735.401139016234,0.0,15456035.089139158,651498.5493550567,14358900.36119892
sample76,83192.61344239126,41273388.0242811,63489.09973235123,0.0,1163601.94854292,6567.83790334668,74435.49623792902,63489.09973235123,3068274.940513457,102227302.32594052,35985183.87243646,63489.09973235123,89760.45134573795,102203220.25362825,64958106.14339978,60637563.442648225,102245911.2,75569542.9159069,3693314.1809819494,4860200.048476543,4449710.179517375,41069785.04927735,86476.5323940646,86476.5323940646,83192.61344239127,40202830.44603559,12811662.470128259,33885665.02266664,9015452.161993876,4438763.783011797,83192.61344239127,5809252.625510138,0.0,18608.87405948226,0.0,74435.49623792902,3670326.7483202363,54731.982527888984,73340.85658737125,8757.117204462242,47332218.490118414,1360637.0856433203,18247642.97479819
sample77,417376.9785966442,40330860.94600349,402893.8657746786,0.0,11555549.061998257,5266.586480714752,408160.4522553933,402893.8657746786,3240925.655569841,72485346.38069731,29588341.171965566,402893.8657746786,416718.65528655483,72487979.67393766,61977189.705051206,46918043.986757465,72505096.07999998,66541345.21390063,3928873.5146132056,15157894.214807149,11949884.724741777,40191296.40426455,416718.65528655483,416718.65528655483,408160.4522553933,39563914.28974941,1081625.1984767923,28893810.07982131,12092082.559721073,11943301.491640883,408160.4522553933,15889949.7356265,0.0,27649.57902375245,0.0,443051.5876901286,3549020.964691654,402893.8657746786,415402.0086663761,0.0,26281583.18538679,1587217.5006254083,17773412.72579211
sample78,38976.04188295966,65907142.82264055,38976.04188295966,0.0,3365379.616376931,0.0,38976.04188295966,38976.04188295966,7936328.528237131,110962103.23789766,49944437.66940221,38976.04188295966,47040.05054839959,110990327.26822671,87819742.36952932,68143561.22585589,111019895.29999998,90591073.34755218,9382474.082239358,12720973.669731492,10964363.782109827,64510725.322075196,48384.05199263958,48384.05199263958,38976.04188295966,62380483.03295481,2347970.523087259,48393460.00274926,16273169.48685778,10952267.769111667,38976.04188295966,14872719.981959712,0.0,53760.05776959952,0.0,43008.04621567963,9378442.077906637,38976.04188295966,47040.05054839959,0.0,39961194.94158758,4995653.368240037,29795168.0173563
sample79,40171.912488838934,38361625.82922284,29969.522015483017,0.0,917577.493197448,0.0,31244.820824652506,29969.522015483017,1869588.0542424722,80440747.68717474,26218868.217715543,29969.522015483017,39534.26308425419,80538945.69548078,59218500.203785256,46488467.490655415,80555524.58,73639579.13787384,2433907.777299972,3341920.5294286483,3074107.7795030554,38216241.76497752,33157.76903840674,33157.76903840674,33795.41844299149,37594533.5955074,1289327.0960703543,25351027.378075704,13511790.883150747,3069006.5842663776,33795.41844299149,4000612.3643646897,3188.2470229237238,111588.64580233037,0.0,39534.26308425419,2418604.191589938,27418.924397144037,29969.522015483017,2550.5976183389794,37771162.480577365,709703.7873028211,13249716.977866417
sample80,71924.33127916064,62718016.875428095,51945.350368282685,0.0,17624125.02751581,0.0,63932.738914809466,51945.350368282685,6594395.632650451,112459019.68321057,46892000.1298913,51945.350368282685,51945.350368282685,112476334.8,90625989.34380315,74130010.77172159,112476334.8,93850596.86281887,7621315.251469577,25244108.346924663,20551711.69698979,62542201.84341237,82579.78776496222,82579.78776496222,67928.53509698506,61395408.33912796,2899616.0961987544,46313941.61553655,16566570.971300002,20559703.289354146,67928.53509698506,26421536.288605735,0.0,17315.116789427564,0.0,47949.554186107096,7577361.493465646,47949.554186107096,51945.350368282685,3995.796182175592,41958523.77696515,4515249.685858419,25129562.189702295
sample81,32344.215357310462,52078229.75218951,32344.215357310462,0.0,2361127.721083665,6738.37819943968,44473.29611630189,32344.215357310462,4053808.324782911,94733511.43028255,32245835.035598647,32344.215357310462,37734.91791686221,94742945.15976177,77604554.0473069,63211378.213303745,94764507.96999998,78596443.31826442,5153511.646931468,7506553.314175804,6507925.665018843,51946157.53948049,49863.99867585363,49863.99867585363,44473.29611630189,50874755.40576959,6036239.191058067,31929131.26022498,20300038.16363198,6513316.367578395,44473.29611630189,8588736.853005817,0.0,30996.53971742253,0.0,32344.215357310462,5127905.809773596,32344.215357310462,48516.32303596569,0.0,28992546.04090917,393521.28684727737,16610102.26161881
sample82,50180.53467966924,55747932.94833991,50180.53467966924,0.0,13196600.260495475,11444.683347994738,58984.137255049805,50180.53467966924,8991119.310236173,105063953.85510679,39584518.61994119,50180.53467966924,67787.73983043038,105070116.37690957,93709067.25338092,61856752.77539648,105080680.70000002,97928633.96776083,9924301.183226513,23084806.673162922,17947904.570428364,55605314.58661875,58984.137255049805,58984.137255049805,58984.137255049805,54462606.97233435,2142796.8668476297,38697115.48034283,17139733.854008425,17951426.011458512,58984.137255049805,24294421.667020213,0.0,16726.844893223082,0.0,50180.53467966924,9897010.015242832,50180.53467966924,50180.53467966924,0.0,37798267.657396466,2671893.381628003,28517509.822430268
sample83,110859.91122271967,70028381.6423719,94020.4310369901,0.0,4308100.347515815,9823.03010834225,98230.3010834225,94020.4310369901,8589538.184737558,135049824.50952017,40689797.288784556,94020.4310369901,98230.3010834225,135084906.7599071,126026669.71000011,90290486.175851,135093326.49999997,128200365.94397469,10568177.106560783,14811726.113364635,12649256.199513862,69886649.35080867,119279.65131558446,119279.65131558446,116473.07128462954,68263042.80290124,871443.0996115056,40447028.11610695,29710456.20768888,12653466.069560295,116473.07128462954,16516723.482169753,0.0,36485.54040241407,11226.320123819713,75777.66083578307,10474156.675523793,75777.66083578307,98230.3010834225,18242.770201207037,49746631.0486761,1545022.3070406883,26972637.38749234
sample84,64824.838962666,58048070.876822844,54535.181984465045,0.0,1955034.8258581806,0.0,57622.07907792533,54535.181984465045,5515256.140315709,106759307.01162617,38201380.49726885,54535.181984465045,58651.044775745424,106747988.38895014,90796962.141343,65648011.52092207,106771654.60000001,101723548.8864946,7020632.956226509,8955088.46812829,8479706.315735403,57926652.92448007,84375.1872212478,84375.1872212478,69969.66745176647,56641474.76790277,657509.0809070407,37617956.94660486,20637965.001177646,8484851.144224504,69969.66745176647,10278338.355524927,6173.794186920572,12347.588373841145,4115.8627912803795,42187.5936106239,6970213.637033325,42187.5936106239,58651.044775745424,12347.588373841145,42956230.98689551,811853.9355800552,23220668.902706083
sample85,70194.41070301132,66292681.381934725,65874.75465974909,3239.742032446677,17937371.719646435,10799.140108155589,48596.130486700145,65874.75465974909,5586395.1779488865,118008683.44588104,44163083.47230228,65874.75465974909,70194.41070301132,117978445.8535782,99349929.1670098,76611259.7552774,118016242.84395674,101787295.08942053,6409289.654190343,24300225.07137171,18640395.740687367,66027022.5352741,70194.41070301132,70194.41070301132,65874.75465974909,65029181.98928052,2660908.1226495374,43687921.30754344,22524846.43759093,18640395.740687367,65874.75465974909,25350981.40389525,0.0,7559.398075708914,0.0,64794.84064893353,6347734.555573856,48596.130486700145,65874.75465974909,17278.624173048946,36551849.52407423,3839094.308449312,20892016.453237806
sample86,78882.97043905323,11572205.485811386,78882.97043905323,0.0,3047684.1102340743,2948.896091179559,77777.13440486089,78882.97043905323,983088.2343969855,33698141.46994302,15264960.615990987,78882.97043905323,78882.97043905323,33688557.557646684,28845364.339895647,16374482.770297298,33699984.53,29570792.778325822,2174810.8672449253,5145455.067096934,4243830.087218784,11447246.013947653,78882.97043905323,78882.97043905323,78882.97043905323,11209122.654584901,1970968.4249421377,10399282.065544717,2538262.3104828056,4243830.087218784,78882.97043905323,5384684.262493876,0.0,1843.060056987224,0.0,78514.35842765578,2097770.9568628585,77777.13440486089,80726.03049604045,2948.8960911795584,13403469.95843389,530064.0723895258,12443972.892766343
sample87,44766.7302357192,26683635.9068122,37838.545794476944,2131.7490588437718,9613655.3181207,14922.2434119064,37305.608529766,42102.04391216449,1896723.7251062458,61943831.214617595,33296321.487345587,37838.545794476944,39970.294853320716,61929441.90847041,51907556.645581126,34085068.63911777,61945430.02641173,53264414.92153518,3044670.5932936165,12637008.420825876,10504193.487452684,25178088.134003785,44766.7302357192,44766.7302357192,37838.545794476944,24790109.805294216,3904831.338537079,23509994.495458532,3592530.101416466,10495133.553952597,37838.545794476944,13039376.055682639,0.0,0.0,0.0,40503.23211803166,3011628.482881538,33042.11041207846,42102.04391216449,4796.435382398486,17872584.109346185,1195911.2220113557,17178166.853427824
sample88,20494.326061515123,26327211.203266826,18494.87961648926,0.0,3716471.079691828,9997.23222512933,22993.634117797457,18494.87961648926,2077424.8563818738,58652261.88,28344652.666297927,18494.87961648926,18494.87961648926,58628768.38427095,47584825.94517058,27291944.11299181,58652261.88,48831980.665255465,3098142.2665675785,6810114.591758098,6012335.460192777,21220624.98267077,25992.803785336255,25992.803785336255,23993.357340310387,20753754.23775723,7722861.893912405,19355141.449461635,3252099.6428345703,6017833.937916599,23993.357340310387,7293480.769843102,0.0,0.0,0.0,25492.942174079788,3088145.034342449,17495.156393976325,18494.87961648926,1499.5848337693992,16993295.336274832,961733.7400574415,15498209.257006742
sample89,19985.913032758104,20880576.55145981,18026.509794252408,0.0,3158558.0204711836,2351.283886206836,19985.913032758104,18026.509794252408,1601616.2071545566,44645394.67,23110377.43687929,19985.913032758104,18026.509794252408,44639908.34093218,38904735.06182601,24809571.92531143,44645394.67,39663024.11512772,1889648.483214894,5042328.29397056,4346740.144301038,20717946.082663838,18026.509794252408,18026.509794252408,18026.509794252408,20320187.225247182,3491656.5710171517,17529997.013615068,6126270.165511912,4338510.650699314,18026.509794252408,5445181.599807331,6661.9710109193675,0.0,0.0,22337.19691896494,1871230.0927729404,18026.509794252408,19985.913032758104,1959.4032385056971,11867713.534981305,763775.3823695204,11531088.058606025
sample90,12613.964918999387,19883813.36731603,12613.964918999387,0.0,8476234.037653172,1401.5516576665989,9460.47368924954,12613.964918999387,1405405.9247251817,48015407.8520856,24803259.685725793,12613.964918999387,15417.068234332584,48001041.947594516,42291821.27008962,24334791.044150736,48015407.8520856,43346839.28039816,2501419.3210204616,10976251.807015968,6846229.459786918,19687596.135242708,13665.128662249335,13665.128662249335,12613.964918999387,19449682.741353802,4644041.417678275,17983309.319520123,5651056.283711726,6842375.192728335,12613.964918999387,11220121.795449957,0.0,0.0,0.0,15066.680319915937,2495462.7264753785,9460.47368924954,12613.964918999387,3153.4912297498468,17288139.6973175,716543.2849820486,16370123.361545878
sample91,28983.25563487916,29037654.97622462,28983.25563487916,0.0,6441862.987032295,0.0,33442.21804024518,28983.25563487916,517685.53526299546,56305993.67,22676945.10496999,28983.25563487916,32104.529318635374,56291724.99030283,53658261.793693654,28078532.162830394,56305993.67,54088997.56205203,631389.0765998291,7054524.421529587,4822813.737643891,22760327.701950334,35225.80300239159,35225.80300239159,35225.80300239159,22588657.64934374,4778224.113590231,19402729.010709718,5660206.877371631,4826826.803808721,35225.80300239159,7236450.08766852,0.0,0.0,0.0,27199.670672732747,607756.5758513891,27199.670672732747,28983.25563487916,1783.5849621464097,15523877.614281813,811531.1577766164,14591508.575319776
sample92,23712.837353342067,29347828.337481454,20976.740735648753,0.0,11534927.324092072,9576.338161926606,16416.579706159893,20976.740735648753,282729.9838283093,69588057.31,25412865.38513552,20976.740735648753,27816.98227988204,69576656.90742628,55801778.48564927,28397490.778935976,69588057.31,56595246.50478034,394453.9290507864,11927557.188731063,9473278.522660159,24401877.684897836,21432.756838597637,21432.756838597637,20976.740735648753,24362660.300044235,2363075.4454811267,22835918.387371365,2936743.702990826,9465526.248910027,20976.740735648753,12004623.910129424,0.0,0.0,0.0,26904.950073984266,386701.65530065534,16416.579706159893,20976.740735648753,4560.16102948886,22543612.065381125,1101734.9047245085,15033938.882018868
sample93,47478.319134333105,35454629.39683838,41251.6543298304,0.0,9840465.390415955,0.0,52148.31773771013,41251.6543298304,538606.5055894838,83243503.43829606,25090345.829743635,41251.6543298304,41251.6543298304,83227936.7762848,72214523.40332063,28684688.088142816,83243503.43829606,73496438.01994763,625779.8128525215,10555753.509833202,8244882.534262139,23656656.258506883,52148.31773771013,52148.31773771013,52148.31773771013,23511107.968701635,4398360.351280597,20435913.88837786,6282704.787743226,8245660.867362702,52148.31773771013,10722316.79335365,0.0,6226.664804502701,0.0,41251.6543298304,594646.488830008,41251.6543298304,41251.6543298304,0.0,24063724.470101252,1400999.581013108,20260010.607650667
sample94,72846.76097777027,54557367.52161808,63133.859514067575,0.0,3841452.528894419,12950.535284936936,63133.859514067575,63133.859514067575,1210875.0491416038,153509170.00000003,47997921.39979752,63133.859514067575,63133.859514067575,153492981.83089384,112080407.62348671,55761767.30311722,153509170.00000003,114850203.35755263,1372756.7402033156,5167263.578689839,4171691.1786603117,45038724.087189436,63133.859514067575,63133.859514067575,63133.859514067575,44727911.240350954,6863783.701016577,41958115.506285064,5673953.271712996,4171691.1786603117,63133.859514067575,5478076.425528325,0.0,0.0,0.0,79322.02862023875,1309622.880689248,63133.859514067575,63133.859514067575,0.0,59483427.38062596,1787173.8693212974,35866507.471632846
sample95,37156.65925770161,41775344.59937107,29274.943657583084,0.0,5423746.29225299,11259.593714455035,29274.943657583084,29274.943657583084,951435.6688714501,117795617.52188568,28714215.890603226,29274.943657583084,37156.65925770161,117785483.88754267,88927145.1973944,34100805.523598514,117798995.4,91253377.25880082,1042638.3779585359,6482148.101411764,5159145.839963297,27995853.811620995,40534.53737203812,40534.53737203812,29274.943657583084,27794307.084132254,4525230.713839479,23504401.878924888,7241044.717766032,5145634.327505951,29274.943657583084,6715221.691300983,0.0,0.0,0.0,40534.537372038125,1021245.1499010713,29274.943657583084,36030.6998862561,0.0,48366710.759813026,943553.9532713317,26851879.090232357
sample96,60615.3360694288,335492415.0696063,47145.261387333514,0.0,6196234.353763833,0.0,47145.261387333514,47145.261387333514,4236338.487518969,379478943.94398844,124052652.78475656,47145.261387333514,84187.96676309555,302985757.3430399,290519203.22476065,100779731.2527664,379489046.5,291041168.61869186,4731363.73208597,10957905.753884517,7364763.332435599,98405630.5900471,84187.96676309555,84187.96676309555,47145.261387333514,97371802.35819629,1027093.1945097656,46821979.594963215,52048368.57161618,7364763.332435599,47145.261387333514,12069186.91515738,0.0,10102.556011571469,0.0,87555.48543361938,4684218.470698637,47145.261387333514,84187.96676309555,0.0,93657429.26460852,2680544.8617369626,89219039.65685813
sample97,69820.82228777297,176105940.40268794,60907.525825504075,0.0,12151794.176893251,0.0,68335.27287739482,60907.525825504075,4244214.665450368,221831151.25412735,92041670.3682093,60907.525825504075,105474.00813684851,170496505.82910007,155840075.34630924,68093128.32350318,221841550.1,156605133.292654,5291526.999766963,17415095.73786303,9219319.640806785,64447590.07043521,96560.71167457964,96560.71167457964,77248.5693396637,63504266.19484508,2396191.1989399535,39487388.877261564,25453403.59741919,9235660.684320947,77248.5693396637,18462408.072179627,2971.0988207562964,19312.142334915927,0.0,51994.22936323519,5261816.0115594,51994.22936323519,71306.37169815111,8913.29646226889,68388752.65616845,3201358.979364909,64425306.82927951
sample98,150559.58004067914,273251298.76620966,150559.58004067914,0.0,4828660.817018925,0.0,136220.57241775733,150559.58004067914,5233737.782366467,324230055.61760247,108635906.50316143,150559.58004067914,150559.58004067914,261658211.10307744,254893784.2569641,95089129.05140607,324290996.39999986,255883175.7829457,6051061.21687301,10761425.221002832,7764572.627812169,83807914.80407232,154144.3319464096,154144.3319464096,150559.58004067914,82302319.00366552,996561.0297930668,45433145.6532278,38751168.100946225,7732309.860660594,150559.58004067914,12277775.277126815,0.0,100373.05336045276,28678.015245843653,136220.57241775733,5932764.403983904,136220.57241775733,150559.58004067914,14339.007622921823,90267637.7381986,1631062.1171073574,77172539.02656522
sample99,99489.18656755512,233363731.0449823,99489.18656755512,0.0,1681841.0110229554,0.0,142127.40938222158,99489.18656755512,3448958.467675243,307473699.87718534,62393932.718795255,99489.18656755512,99489.18656755512,284851753.8838484,272789874.40761054,105946508.53382067,307516338.1,274201673.3408073,3657412.0014358344,5239763.825891235,4007992.9445786476,61564856.16406563,99489.18656755512,99489.18656755512,142127.40938222158,60934757.98247112,4287510.18303035,37180530.29438916,26203556.709768914,4007992.9445786476,142127.40938222158,5912500.230300417,0.0,42638.222814666464,0.0,99489.18656755512,3557922.8148682793,99489.18656755512,99489.18656755512,0.0,75597569.05040362,1094381.052243106,31509646.660038516
sample100,48829.634088954255,121568554.89299414,43084.97125495964,0.0,9480129.841799617,4308.497125495965,68935.95400793542,43084.97125495964,1265261.989187315,155282544.90000004,58522316.455611676,43084.97125495964,71808.28542493272,116526177.09045534,104776905.42922783,37864508.90456702,155282544.90000004,105342754.71837631,1520899.4853000755,10998156.995682694,4131848.743350629,35796430.28432895,71808.28542493272,71808.28542493272,68935.95400793542,35612601.07364113,1087177.4413334816,19286269.29942843,16906542.72044616,4157699.726103605,68935.95400793542,11299751.794467414,0.0,0.0,0.0,57446.62833994618,1518027.1538830781,43084.97125495964,43084.97125495964,0.0,47521287.128511995,2191588.871168947,43926564.36013986
sample101,102141.40978717292,20186891.584491868,102141.40978717292,0.0,2129667.5216673845,3060.416772649376,96403.12833845534,102141.40978717292,658372.158216197,39889089.66261539,9187371.151493432,102141.40978717292,102141.40978717292,39941116.74775043,34058613.15862174,15894657.060851116,39949532.89387522,35190202.26030886,852326.0711828513,2886355.5687049427,2294164.923197289,8946745.88274387,102141.40978717292,102141.40978717292,102141.40978717292,8882859.682614814,1222253.9485768443,4842344.438524475,4288026.450578357,2290339.402231477,102141.40978717292,2960953.2275382713,0.0,60443.23125982518,0.0,96403.12833845534,754010.1823614901,96403.12833845534,131597.92122392316,5738.28144871758,4763921.258725336,834346.1226435362,3509915.486132253
sample102,99498.21790472175,19801776.481365938,99498.21790472175,0.0,502384.4445025295,8971.150794688028,93789.30376264756,99498.21790472175,401255.1082715008,34061012.88994098,5011611.057577994,99498.21790472175,99498.21790472175,34726509.167074196,31134786.612546377,7502328.741848653,34747713.705316186,31895703.31176855,500753.3261762226,903639.5527740304,752761.1075906407,3074658.0450885333,99498.21790472175,99498.21790472175,99498.21790472175,3076289.16341484,1693100.8227065767,1317128.0484928328,2752512.175642918,752761.1075906407,99498.21790472175,926475.2093423271,0.0,671205.1912752952,4893.354978920742,93789.30376264756,401255.1082715008,93789.30376264756,353952.67680860043,10602.26912099494,7945177.367440979,4297181.230655565,6592980.274932547
sample103,4685879.069182877,24208782.8936377,4683364.915803125,0.0,7494691.225042472,2011.3227038020725,4688896.053238581,4683364.915803125,5214354.109606871,41596667.668006614,19903546.646149363,4683364.915803125,4700963.989461393,41765115.94445004,38881884.84854976,19067339.23204365,41777686.7113488,39608978.00597421,5467780.770285932,8313802.396165865,7660625.348106142,16558214.15905056,4707500.788248749,4707500.788248749,4689901.7145904815,16357584.719346303,8192620.203261789,15727537.882380305,8677851.80555404,7660122.517430191,4689901.7145904815,8552646.96724236,0.0,178002.05928648345,10056.61351901036,4686381.899858828,796986.621381571,4682359.254451224,4845276.393459192,737652.6016194101,11264412.802643506,549091.0981379659,10552907.396173524
